ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,104.0,0.4597230940646511,3.901125247639332,8.485815261416287,405.7170257544906,9.913
1,259.0,0.6872297092857321,7.527069199304533,10.952770372991798,1949.5109226198742,9.913
2,71.0,0.2944319351055302,2.579566300449425,8.761163423134986,183.1492073319092,9.913
3,138.0,0.4586771227109398,4.488674844102817,9.786131947399516,619.4371284861887,9.913
4,204.0,0.37095869931950787,4.9079816174567155,13.230533820773012,1001.2282499611699,9.913
5,48.0,0.8188728961557586,3.537153692160954,4.319539343366114,169.7833772237258,9.913
6,262.0,0.6974023823136356,7.626362115052114,10.935382941698052,1998.1068741436538,9.913
7,115.0,0.658823650975655,4.910871547503943,7.454000080645876,564.7502279629534,9.913
8,251.0,0.3160986103070385,5.025429880128828,15.898297924332658,1261.382899912336,9.913
9,281.0,0.6416306882610874,7.575665447340473,11.806893881387797,2128.761990702673,9.913
10,226.0,0.5876038797741338,6.50162041685034,11.064631532639755,1469.366214208177,9.913
11,151.0,0.6297690388508534,5.501792287326218,8.736206367600095,830.770635386259,9.913
12,141.0,0.6601826429399474,5.443355154020061,8.245226093463362,767.5130767168286,9.913
13,38.0,0.6370377151753305,2.775871988991059,4.357468832480447,105.48313558166024,9.913
14,62.0,0.3998427162515658,2.80908902477122,7.025485048485536,174.16351953581562,9.913
15,164.0,0.6314055644585692,5.741180355189476,9.092698383348178,941.5535782510741,9.913
16,64.0,0.47509609075556913,3.111041318398909,6.548235986221785,199.1066443775302,9.913
17,148.0,0.2575771350327782,3.483449954183771,13.523909852248654,515.550593219198,9.913
18,114.0,0.30725985178523396,3.3391074740668514,10.867373184833774,380.658252043621,9.913
19,249.0,0.4571142464926301,6.019177016813887,13.167773839905758,1498.775077186658,9.913
20,124.0,0.48823631454764765,4.389862784711208,8.991266429614987,544.3429853041897,9.913
21,65.0,0.632453695950704,3.617396461316911,5.719622613445627,235.13076998559924,9.913
22,46.0,0.5212046611419955,2.7625371369200105,5.300292462594445,127.07670829832048,9.913
23,222.0,0.6115612428257683,6.573876306321858,10.749334401811875,1459.4005400034525,9.913
24,135.0,0.814658840988555,5.916703896490645,7.262799590207562,798.7550260262371,9.913
25,15.0,0.8126292480108521,1.9697763455934043,2.4239545283596526,29.546645183901063,9.913
26,231.0,0.3216222607777329,4.8629981437749965,15.120216281097916,1123.3525712120243,9.913
